2011-12-15 14:36:02,255 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:36:20,632 [Worker-106] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2011-12-15 14:36:20,636 [Worker-106] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:36:20,642 [Worker-106] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2011-12-15 14:36:20,647 [Worker-106] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:41:16,378 [Worker-92] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: ch.bbv:julklapp-core:1.0.0 @ C:\data\bbv\Projects\julklapp\julklapp-core\pom.xml.
2011-12-15 14:41:16,493 [Worker-92] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /julklapp-core/src/main/java
2011-12-15 14:41:16,494 [Worker-92] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /julklapp-core/src/main/resources
2011-12-15 14:41:16,495 [Worker-92] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /julklapp-core/src/test/java
2011-12-15 14:41:16,495 [Worker-92] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /julklapp-core/src/test/resources
2011-12-15 14:41:16,769 [Worker-109] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: ch.bbv:julklapp-core:1.0.0 @ C:\data\bbv\Projects\julklapp\julklapp-core\pom.xml.
2011-12-15 14:41:16,886 [Worker-109] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2011-12-15 14:41:16,903 [Worker-109] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:41:16,905 [Worker-109] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2011-12-15 14:41:16,909 [Worker-109] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:41:17,661 [Worker-91] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: ch.bbv:julklapp-core:1.0.0 @ C:\data\bbv\Projects\julklapp\julklapp-core\pom.xml.
2011-12-15 14:41:17,974 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2011-12-15 14:41:17,977 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:41:17,978 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2011-12-15 14:41:17,981 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:41:35,265 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2011-12-15 14:41:35,272 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:41:35,274 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
